"ID","Viewpoint","Location","Collar","Tie","Skirt","Uniform","Sleeve","NSFW","Mood","Subject","Gender","Time","Author","Remarks"
"20200730-5","Front","","Navy Blue","Light Blue","/","White","0","2","1","1","0","","ぶれんぼ",
"20200731-1","Side","School","White","Grue","Navy Blue","White","0","1","1","1","0","0","ぶれんぼ","Undressing"
"20200731-2","Front","Streets","White","Dark Blue","Navy Blue","White","0","0","2","1","0","0","",
"20200731-3","Front","","Navy Blue","Grue","Navy Blue","White","0","0","2","1","0","","",
"20200731-4","Front","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","",
"20200731-5","Front,Side","","White","Red","Navy Blue","White","0","0","2","2","0","","","Yuri,Kissing"
"20200802-1","Side,Top","","Black","","Black","Black","1","0","1","1","0","","","Finger Biting"
"20200802-2","Side,Back","","Navy Blue","Red","/","White","0","1","1","1","0","","",
"20200802-3","Side","School","Navy Blue","Red","Navy Blue","WHite","1","0","1","2","0","1","","Hand Holding,Yuri"
"20200802-4","Front","","Navy Blue","Red","Navy Blue","Navy Blue","0","0","2","1","0","","",
"20200802-5","Front,Bottom","Wilderness","Navy Blue","Blue","Navy Blue","White","0","1","2","1","0","0","",
"20200803-1","Front","","White","Red","Red","Black","1","0","0,1","1","0","","",
"20200803-2","Front,Side,Top","Building","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","",
"20200803-3","Front,Side","","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","","",
"20200803-4","Front","Building,Hidden","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","0,1","","Standing"
"20200803-5","Front,Side","School","Navy Blue","Red","","White","0","0","0,1","1","0","0,1","","Standing"
"20200804-1","Front","Wilderness","Navy Blue","Red","","White","1","0","0","1","0","1","",
"20200804-2","Side","","Navy Blue","Red","","White","","0","0","1","0","","",
"20200804-3","Side","","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","","",
"20200804-4","Front","School,Locker,Hidden","Black","White","Black","Black","1","0","1","1","0","0","","Locker"
"20200804-5","Front","Streets","Navy Blue","Blue","Navy Blue","White","0","0","2","1","0","1","",
"20200805-1","Front,Side","","Navy Blue","Blue","Navy Blue","White","0","0","1","2","0","","","Lap pillow"
"20200805-2","Back","Home,Building,Bed","Navy Blue","","Navy Blue","White","0","2","1","1","0","","",
"20200805-3","Front","Streets","Black","Blue","Black","White","0","0","1","1","0","1","","Collar,Dog"
"20200805-4","Side","","Navy Blue","Red","Navy Blue","White","1","0","0,1","1","0","","","Kantai Collection"
"20200805-5","Front","","Navy Blue","Red","/","White","1","2","1,2","1","1","","","Masturbation,Anal,Orgasm,Squatting"
"20200806-1","Front","Wilderness,Water","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","",
"20200806-2","Front,Side","Building","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","","Ponytail,Hair"
"20200806-3","Front,Side","Train,Seoul,Korea","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","1,2","",
"20200806-4","Side","","Black","Yellow","Black","Gray","1","1","1,2","1","0","","","Knife,Weapon,Sword Art Online"
"20200806-5","Side","Streets","Black","Red","Black","White","0","0","2","2","0","0","","Ponytail,Camera"
"20200807-1","Front","Wilderness","Black","Red","Black","White,Ivory","1","0","2","3","0","0","",
"20200807-2","Side","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","","Rainfall"
"20200807-3","Front,Side","Wilderness","Black","Red","Black","White","1","0","2","1","0","0","",
"20200807-4","Front","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","","Toaru Kagaku no Railgun,Ruiko Saten"
"20200807-5","Front","","Navy Blue","Blue","Navy Blue","White","0","0","0","1","0","","","Yandere,Weapon,Knife"
"20200810-1","Front","School","Navy Blue","Navy Blue","Navy Blue","White","0","0","2","1","0","0","ぺんたごん","Dialog"
"20200810-10","Side","Building","Black","Red","Black","White","0","0","0,1","1","0","0","",
"20200810-11","Front","Wilderness,Water","White","Light Blue","Black,Gray","White","0","0","2","1","0","0","","In Water"
"20200810-12","Front,Side","Streets","White","Black","White","White","0","0","1","1","0","0","",
"20200810-2","Front,Side","Building,Rooftop","Navy Blue","Blue","Navy Blue","White","0","0","1","1","0","0,1","ぺんたごん","Crying,Screaming"
"20200810-3","Front","Room,Home,Home,Building","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","ぺんたごん","Dialog"
"20200810-4","Front,Side","School","Navy Blue","Blue","Navy Blue","White","0","0","2","2","0","0","ぺんたごん","Playing,Dialog,Yuri"
"20200810-5","Front","Building","Black","Light Blue","Black","White","0","0","1","1","0","","ぺんたごん","Dialog"
"20200810-6","Front,Bottom","Building","Navy Blue","White","Navy Blue","Navy Blue","1","2","0","1","0","","","Vibrator,Sex Toys,Gag"
"20200810-7","Side","Building","Navy Blue","","/","White","0","2","1","2","0","0","","Yuri,Breasts,Masturbation"
"20200810-8","Front,Side","Building","Navy Blue","Grue,Red","/","White","1","2","1,2","2","0","0","","Yuri,Breasts,Masturbation"
"20200810-9","Front,Side","School","Navy Blue","Red","Navy Blue","White","","0","1","1","0","0","",
"20200811-1","Back","","Navy Blue","","White","Navy Blue","1","1","2","1","0","","","Demon"
"20200811-2","Front","","White,Black","Red,Blue","Red,Blue","Black,White","1","0","1","2","0","","","Demon"
"20200811-3","Front,Side","School","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","","Animal"
"20200811-4","Side","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","1","",
"20200811-5","Side","Building","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","1","",
"20200812-1","Front","","Black","Gray","Black","Black","1","0","0","1","0","","",
"20200812-2","Front","","Navy Blue","Blue","Navy Blue","White","0","0","2","1","0","","","The Idolmaster,Makoto Kikuchi"
"20200812-3","Front,Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","",
"20200812-4","Back","Water","Navy Blue","","Navy Blue","White","0","1","1","1","0","","","Swimsuit"
"20200812-5","Front","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","","Aoyama Sumika"
"20200813-1","Front","Pool","Navy Blue","Red","/","White","0","1","2","1","0","0","","Swimsuit"
"20200813-2","Front,Side","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","",
"20200813-3","Front","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","","Changing Clothes"
"20200813-4","Front","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","",
"20200813-5","Front","","White","Red","Red","White","0","0","2","1","0","","","Sword Art Online,Asuna Yuuki"
"20200814-1","Front","Bed","Black","Red","Black","White","","1","1","1","0","","","Dialog,Undressing"
"20200814-2","Front","Streets","Navy Blue","Blue","Navy Blue","White","1","0","2","1","0","2","",
"20200814-3","Front,Side","Streets","White","White","Black","Black","0","0","1","1","0","0","","Kimetsu no Yaiba,Nezuko Kamado"
"20200814-4","Front","School","Black","Red","","White","0","0","0","1","0","0","","Re:Zero Kara Hajimaru Isekai Seikatsu,Rem,Demon"
"20200814-5","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","1","0","","",
"20200817-1","Front","Wilderness","Navy Blue","Navy Blue","","White","0","0","2","1","0","0","",
"20200817-10","Side","Home","Black","Red","Black","Black","1","0","1","1","0","0","","Face Mask,Cat"
"20200817-2","Side","","Black","Red","","White","0","0","1","1","0","","","Studying"
"20200817-3","Front","Wilderness","White","Black","","White","0","0","1","1","0","0","",
"20200817-4","Front","","Black","Red","","Black","0","0","2","1","0","","",
"20200817-5","Front","School","Black","Red","","White","1","0","0","1","0","1","",
"20200817-6","Front,Side","Streets","Black","Red","Black","White","1","1","0","1","0","0","",
"20200817-7","Front,Side,Bottom","","Black","Red","Black","White","1","1","1","1","0","","","Undressing"
"20200817-8","Front","","Black","Red","Black","White","0","0","0","1","0","","",
"20200817-9","Front,Side","Wilderness","Navy Blue,Black","Red","Navy Blue,Black","White","0","0","0","1","0","0","","Weapon,Sword"
"20200818-1","Top","Home","Black","Red","Black","White,Black","0","0","2","2","0","0","",
"20200818-2","Front,Side","Building","Navy Blue","Green","Navy Blue","White","1","0","0","1","0","0","",
"20200818-3","Front,Side,Bottom","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","","In Water"
"20200818-4","Front","","Navy Blue","Red","","White","1","0","0","1","0","","","Kantai Collection,Hibiki"
"20200818-5","Front","","Black","Light Blue","Black","White","1","0","2","1","1","","",
"20200820-1","Top","Bed","Black","Blue","/","White","0","2","1","1","1","","","Vibrator,Sex Toy,Masturbation"
"20200820-10","Top","Bed","Black","Red","/","White","0","2","1","1","0","","",
"20200820-2","Back","","Navy Blue,Black","","Navy Blue,Black","White","0","0","1","1","0","","",
"20200820-3","Front","","Navy Blue","Navy Blue","Navy Blue","White","0","0","1","1","0","","",
"20200820-4","Side","Streets","White","Red","Brown,Black","White","0","0","1","1","0","2","","Dancing"
"20200820-5","Front","Wilderness","Black","Red","Black","White","1","0","0","1","0","2","","In Water"
"20200820-6","Front,Back","School","Black","Red","Brown,White","White","1","1","0","2","0","1","","Iyanakao"
"20200820-7","Front,Side","","Navy Blue","Red","Navy Blue","White","1","2","2","1","0","","",
"20200820-8","Side,Bottom","Streets","Navy Blue","","Navy Blue","White","0","0","2","1","0","0","","Camera"
"20200820-9","Side","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","","Rainbow"
"20200821-1","Front,Side","","Navy Blue","Light Blue","Navy Blue","Navy Blue","1","0","1","1","0","1","",
"20200821-10","Front,Top","Streets","White","Red","Black","Black","1","0","1","1","0","0","",
"20200821-2","Front,Side,Top","Streets","White","Red","Black","Black","1","0","0,1","1","0","0","","Snow"
"20200821-3","Front","School","White","Red","Navy Blue","Navy Blue","1","0","1","1","0","0","","Face Mask"
"20200821-4","Front,Side","Pool","Navy Blue","Red","Navy Blue","White","1","1","2","5","0","0","","In Water"
"20200821-5","Front,Side,Bottom","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","","In Water"
"20200821-6","Front","Onsen","Navy Blue","Blue","Navy Blue","Translucent White","1","1","2","1","0","","",
"20200821-7","Front,Side","Building","Navy Blue","Navy Blue","","White","0","0","1","1","0","0","","Hairdressing"
"20200821-8","Front","","White","Navy Blue","Navy Blue","White","1","1","2","1","0","","",
"20200821-9","Front","","Navy Blue","Blue-Purple","Navy Blue","White","1","0","2","1","0","0","","Yawning"
"20200822-1","Front","School","Navy Blue,Gray","Red","Navy Blue,Gray","White","0","2","0","1","0","0","","Vacbed"
"20200822-10","Front,Bottom","Streets","Navy Blue","Red","Navy Blue","White,Navy Blue","1","0","0","1","0","1","",
"20200822-2","Front","Train Station,Building","Navy Blue,Black","Red","Gray","White","0","0","2","1","0","0","",
"20200822-3","Front","","Black","Red","","White","0","0","1","1","0","","","Animal"
"20200822-4","Front","","Black","Red","Black","White,Gray","1","0","0","1","0","","",
"20200822-5","Front","Wilderness","Navy Blue","Light Blue","","White","0","0","2","1","0","0","",
"20200822-6","Top","","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","","","Love Letter"
"20200822-7","Front,Side","","Navy Blue","Red","","White","0","0","2","1","0","","","Toaru Kagaku no Railgun,Ruiko Saten"
"20200822-8","Side","Streets","Navy Blue","Red","Navy Blue","Translucent White","0","0","2","1","0","0","","Umbrella,Rainfall"
"20200823-1","Front,Bottom","","Navy Blue","Dark Blue","Navy Blue","White","1","2","2","2","0","","","Footjob,Orgasm,Cum"
"20200823-10","Front","","Navy Blue","Dark Blue","Navy Blue","White","0","2","0","1","0","","","Breasts,Collar"
"20200823-11","Front,Side","Bed","Navy Blue","Pink,Red","Navy Blue","White","0","2","2","1","0","","","Masturbation,Sex Toys,Glasses"
"20200823-12","Front","School","Gray","Yellow","Gray","Black","1","0","2","1","0","0","","Dialog"
"20200823-13","Front,Side","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","","Kantai Collection,Akatsuki"
"20200823-14","Side,Top","Suitcase","Navy Blue","White","Navy Blue","Navy Blue","1","2","0","1","0","","","Sex Toys,Vibrator,Gag,Suitcase,Collar"
"20200823-15","Front","Building","White","Red","Navy Blue","Navy Blue","1","2","0","1","0","","","Gag,Collar,Ryuou no Shigoto!,Ginko Sora"
"20200823-2","Side","","Navy Blue","Dark Blue","Navy Blue","White","1","2","1","1","0","","","Sex Toys,Vibrator,Glasses,Dialog"
"20200823-3","Back,Side","School","","Red","Navy Blue","White","0","2","1","1","0","0","","Sex Toys,Vibrator"
"20200823-4","Front","Bed","Navy Blue","Pink,Red","Navy Blue","White","1","1","2","1","0","","",
"20200823-5","Front","","Navy Blue","Light Blue","Navy Blue","White","0","0","1","1","0","","",
"20200823-6","Back,Side","","Navy Blue","Red","Navy Blue","White","0","1","0","1","0","","",
"20200823-7","Front,Bottom","","Navy Blue","Light Blue","Navy Blue","White","1","1","1,2","1","0","","","Feeding"
"20200823-8","Front","School","Navy Blue","Pink,Red","Navy Blue","White","0","2","0","1","0","","","Sex Toys,Vibrator"
"20200823-9","Front","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","",
"20200824-1","Front,Top","Building","White","Light Purple","White","White","0","0","1","1","0","0","",
"20200824-10","Back","","Navy Blue","","Navy Blue","Navy Blue","1","0","1","1","0","","",
"20200824-11","Back","","Navy Blue","","Navy Blue","White","1","0","0,1","1","0","","","Kantai Collection,Hibiki"
"20200824-12","Back,Bottom","Wilderness","Navy Blue","Yellow","Navy Blue","White","0","0","2","1","0","0","",
"20200824-13","Front","Hakata","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","","Hakata"
"20200824-14","Back,Bottom","School","Black","Orange,Red","Black","White","1","0","2","2","0","0","","Yuri,Kissing"
"20200824-15","Front","Wilderness","White","Red","Gray","Gray","1","0","2","1","0","0","",
"20200824-16","Front,Side","Building","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","",
"20200824-17","Front","Streets","White","Light Blue","Dark Blue","White","0","0","2","1","0","0","",
"20200824-18","Front","","Navy Blue","Red","","White","1","0","1","1","0","","",
"20200824-19","Front,Side","","Navy Blue","Red","Navy Blue,/","Translucent White","0","1","2","3","0","","","Bra,Undressing"
"20200824-2","Top","Wilderness,Water","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","0","","In Water"
"20200824-20","Back","Streets","Navy Blue","","Navy Blue","White,Ivory","1","0","2","1","0","1","",
"20200824-21","Front","","Navy Blue","Red","","White","0","0","2","1","0","","","Toaru Kagaku no Railgun,Ruiko Saten"
"20200824-22","Side","School","Navy Blue","Blue","","White","0","0","2","1","0","0","",
"20200824-23","Front,Side","Wilderness","Black","Red","Black","Translucent White","0","0","2","2","0","0","","Yuri,Umbrella"
"20200824-24","Front","","Black","Black","Black","White","1","0","1","1","0","","","Tears"
"20200824-25","Front","","Navy Blue","Dark Red","Navy Blue","White","0","0","1,2","1","0","","",
"20200824-3","Side,Bottom","Wilderness","Navy Blue","Light Purple","Navy Blue","White","0","0","0","1","0","0","",
"20200824-4","Front","Wilderness,Pier","White","Dim Blue","Dim Blue","White","0","0","2","1","0","0","","Animal"
"20200824-5","Side","Streets,Park","Black","","Black","Black","1","0","2","1","0","0","","Animal"
"20200824-6","Front","Streets","Gray","Yellow","Gray","White,Black","1","1","2","1","0","2","","Fireworks,Love Live! Sunshine!!,Yoshiko Tsushima"
"20200824-7","Front","","Navy Blue","Pink,Red","Navy Blue","White","1","0","0,1","1","0","","","Weapon"
"20200824-8","Side","Wilderness","Navy Blue","Dark Blue","Navy Blue","White","0","0","0","1","0","0","","Tears"
"20200824-9","Back","Wilderness","Navy Blue","","Navy Blue","White","1","0","1,2","1","0","0","","In Water,Animal"
"20200825-1","Front,Side","Building,Rooftop","Navy Blue","Red","Navy Blue","White","1","0","0,1","1","0","1","","Smoking,Yuri"
"20200825-10","Front,Side","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","0","1","0","","","Cat"
"20200825-2","Back","Wilderness","Black","Red","Black","White","0","0","0","1","0","","","In Water"
"20200825-3","Top","Bed","Navy Blue","Red","Navy Blue","Navy Blue","1","0","0,1","1","0","1","",
"20200825-4","Front,Side,Top","School","Navy Blue","Red","Navy Blue","White","0","0","0,1","1","0","0","","Hairdressing"
"20200825-5","Front","","Navy Blue","Green","","White","1","0","2","1","0","","",
"20200825-6","Front,Side","","Navy Blue","Blue","Navy Blue","White","1","0","1","1","0","","","Animal,Mouse"
"20200825-7","Front","Building,Streets","Gray","Dim Blue","","White","0","0","0,1","1","0","0","",
"20200825-8","Front,Side","Streets","White","Red","Navy Blue","White","0","0","2","1","0","0","","Umbrella"
"20200825-9","Side","Building","Navy Blue","Grue","Navy Blue","White","1","0","1,2","1","0","1","","Red String"
"20200826-1","Side","Wilderness","Navy Blue","Navy Blue","Navy Blue","White","0","0","2","1","0","0","","In Water"
"20200826-10","Side","Building,Shrine","Black","Red","Black","Black","0","0","0","1","0","0","","Holding"
"20200826-11","Side","Water","","","Navy Blue","White","0","2","0","1","0","0","","Drowning,In Water,Anchored,Collar"
"20200826-12","Back","Wilderness","Gray","Red","Gray","White","0","0","2","2","0","0","","Yuri,Kissing,Love Live! Sunshine!!,You Watanabe,Riko Sakurachi"
"20200826-13","Side","Building","Gray","Red","Gray","White","0","0","2","2","0","","","Yuri,Love Live! Sunshine!!,You Watanabe,Riko Sakurachi"
"20200826-14","Front,Side,Back","Streets,Wilderness","Gray","Red","Gray","White","0","0","2","2","0","0","","Yuri,Kissing,Love Live! Sunshine!!,You Watanabe,Riko Sakurachi"
"20200826-15","Front,Side","","Gray","Red","Gray","White","0","0","2","2","0","","","Yuri,Kissing,Love Live! Sunshine!!,You Watanabe,Riko Sakurachi"
"20200826-16","Front,Top","Bed","Navy Blue","Pink,Red","Navy Blue","White","0","2","0","1","0","","","Ore no Imouto ga Konna ni Kawaii Wake ga Nai,Aragaki Ayase"
"20200826-17","Front","Streets","Black","Red","Black","Black","1","0","2","1","0","1","","Fate/Grand Order,Mashu Kyrielight"
"20200826-18","Front","","Black","Red","Black","Black","0","0","2","1","0","","","Kono Subarashii Sekai wo Shukufuku wo!,Megumin"
"20200826-19","Front","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","","Ore no Imouto ga Konna ni Kawaii Wake ga Nai,Gokou Ruri"
"20200826-2","Front,Top","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","",
"20200826-20","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","1","0,1","1","0","","","Ore no Imouto ga Konna ni Kawaii Wake ga Nai,Gokou Ruri,Glasses"
"20200826-3","Side","School","Navy Blue","Light Blue","Navy Blue","White","0","0","1","2","0","0","","Yuri"
"20200826-4","Side","Building,Rooftop","Black","Yellow","","White","0","0","0,1","1","0","1","","Crying"
"20200826-5","Front,Side","","Navy Blue","Light Blue","","White","0","0","1","1","0","0","",
"20200826-6","Front,Side","","White","White","Red","Navy Blue","1","0","2","1","0","","",
"20200826-7","Front","","Navy Blue","Red","Navy Blue","White","1","1","2","1","0","","","Diaper"
"20200826-8","Front","","Red","Dim Blue,Light Blue","Black","Black","1","0","2","1","0","","",
"20200826-9","Side","Building,Greenhouse,Home","Navy Blue","Navy Blue","Navy Blue","White","0","0","1","1","0","0","",
"20200827-1","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","0","1","0","","",
"20200827-10","Front","","White","Red","Black","Black","1","1","2","1","0","","","Cat"
"20200827-2","Front","Streets","Navy Blue","Blue","Navy Blue","White","0","0","1","1","0","1","",
"20200827-3","Front","Building","Navy Blue","Blue","Navy Blue","White","0","0","2","1","0","","",
"20200827-4","Front,Side","Streets","Navy Blue","Blue","Navy Blue","White","0","0","2","1","0","0","",
"20200827-5","Front","Wilderness,Beach","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","2","","Fireworks"
"20200827-6","Front","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","1","",
"20200827-7","Front,Side","Sofa","Navy Blue","","Navy Blue","White","0","2","1","1","0","","","Vagina,Undressing"
"20200827-8","Side","Wilderness","Grue","Grue","Navy Blue","White","0","0","0","1","0","2","",
"20200827-9","Side","Streets,Drinking Fountain","Navy Blue","Blue","Navy Blue","White","0","0","1","1","0","0","",
"20200828-1","Front","Building,Shrine","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","0","","In Water"
"20200828-10","Front","","Black","Red","Black","White,Gray","1","0","2","1","0","","",
"20200828-2","Front","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","0","","In Water"
"20200828-3","Front","Streets","White","Navy Blue","White","White","0","1","2","2","0","0","","Yuri,BanG Dream! Girls Band Party!,Kasumi Toyama,Arisa Ichigaya"
"20200828-5","Back","School","Navy Blue","Red","Navy Blue","White","0","2","2","1","0","0","","Ahegao,Vibrator"
"20200828-6","Back,Side","Building","Navy Blue","","Navy Blue","White","0","2","2","1","0","0","","Ahegao,Vibrator,Dialog"
"20200828-7","Front","","Black","Red","Black","Black","1","0","0","1","0","","",
"20200828-8","Side","Streets","White","","Navy Blue","Navy Blue","1","0","0,1","1","0","0","",
"20200828-9","Front,Side","","Blue","Red","Blue","White","0","0","2","1","0","","",
"20200831-1","Front","Streets","Navy Blue,Pink","Red,Pink","Navy Blue,Pink","Navy Blue,White","0","0","1,2","2","1","0","",
"20200831-10","Front","Wilderness","Navy Blue","Light Blue","Navy Blue","White","0","0","0","1","0","2","","Tears"
"20200831-11","Front,Side,Top","Streets","Navy Blue","Red","Navy Blue","White","0","2","1","1","0","0","","Blowjob"
"20200831-12","Front","","White","Light Blue","","White","1","0","0","1","0","","",
"20200831-13","Front","","Navy Blue","Light Blue","Navy Blue","White","0","0","2","1","0","","","Hairdressing"
"20200831-14","Front,Side","","Navy Blue","Blue","Navy Blue","White","0","0","2","1","0","","",
"20200831-15","Front,Back","Bed","Navy Blue","","Navy Blue","White","0","2","1,2","1","0","","","Breasts,Dakimakura,Vagina"
"20200831-16","Front","Wilderness","White","Red","Navy Blue","White","0","0","2","1","0","0","",
"20200831-17","Front","","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","","",
"20200831-18","Side","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","1","",
"20200831-19","Front,Side","School","Navy Blue","Red","Navy Blue","White","1","1","2","1","0","0","",
"20200831-2","Side,Bottom","Building,Rooftop,Streets","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","1","",
"20200831-20","Front,Top","Bed","Navy Blue","Red","Navy Blue","White","1","2","2","1","0","","","Breasts,Dakimakura"
"20200831-3","Front","Wilderness","Black","Red","Black","White","0","0","2","1","0","1","",
"20200831-4","Top","","Navy Blue,Black","Red","Navy Blue,Black","White","1","0","2","1","0","","",
"20200831-5","Side","","Navy Blue","Red","","White","1","0","1","1","0","","","Kantai Collection,Hibiki"
"20200831-6","Top","Bed","Navy Blue","Red","Navy Blue","White","1","2","2","1","0","","","Breasts,Kantai Collection,Hibiki"
"20200831-7","Front,Side","","Navy Blue","Red","Navy Blue","White","1","0","0","1","0","","","Kantai Collection,Hibiki"
"20200831-8","Front","","Black","Red","","White","0","0","2","1","0","","","Headpat,Dialog"
"20200901-1","Front,Back","Bed","Navy Blue","Red","Navy Blue","White","1","2","0,1","1","0","","","Dakimakura,Breasts,Vagina"
"20200901-10","Top","Bed","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","","",
"20200901-11","Front,Bottom","","Navy Blue","Blue","Blue","Translucent White","0","1","2","1","0","","",
"20200901-12","Side","","Navy Blue","Navy Blue","Navy Blue","White","0","0","1","2","0","","","In Water,Yuri"
"20200901-13","Side","School","Navy Blue","Red","Navy Blue","Pink","1","2","2","1","0","","","Breasts"
"20200901-15","Top","School","Light Blue","Red","Light Blue","White","0","2","2","1","1","1","","Orgasm,Masturbation"
"20200901-16","Front","","Navy Blue","Red","Navy Blue","White","1","2","2","1","1","","","Orgasm,Masturbation,Undressing"
"20200901-17","Side,Back","Building","Black","","White","Black","0","0","1","1","0","1","",
"20200901-18","Front","Building,Streets","Navy Blue","Red","Navy Blue","White,Ivory","1","0","2","1","0","0","",
"20200901-19","Front","School","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","1","","Confession,Love Letter"
"20200901-2","Front,Side","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","","Hairdressing"
"20200901-20","Front,Side","School","Navy Blue","Red","Navy Blue","Navy Blue,Ivory","1","0","2","2","0","0","",
"20200901-3","Front","Wilderness","Navy Blue","Blue","Navy Blue","Navy Blue","1","0","0","1","0","0","",
"20200901-4","Front,Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","",
"20200901-5","Front","Building","Navy Blue","Grue,Green","Navy Blue","White","0","0","1","1","0","0","","Confession,Love Letter"
"20200901-6","Front","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","",
"20200901-7","Front","School","Gray","Blue","Gray","White","0","0","1","1","0","0","",
"20200901-8","Front","School","Navy Blue","Red","Navy Blue","White","1","0","0","2","0","","","Confession,Love Letter"
"20200901-9","Front","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","0","1","0","0","","Crying,Tears"
"20200902-1","Front","","Gray","Red","","White","0","0","2","1","0","","",
"20200902-10","Front","","Light Blue","Gray","Light Blue","White","0","0","2","1","0","","",
"20200902-2","Front,Side","Wilderness","Navy Blue","Red","","White","0","0","0","1","0","0","",
"20200902-3","Front","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","",
"20200902-4","Front","Bed","Navy Blue","Light Blue","Navy Blue","White","0","0","0,1","1","0","","","Undressing"
"20200902-5","Front","Rooftop,Building,Wilderness","Blue","Navy Blue","Navy Blue","White","0","0","2","1","0","0","","Angel"
"20200902-6","Front,Side","School","Navy Blue,White","Red","","White,Black","1","0","1","3","0","0","",
"20200902-7","Side","Rooftop,Building,Ruins","Navy Blue","Light Blue","Navy Blue","White","1","0","2","1","0","0","",
"20200902-8","Side,Bottom","Train Station,Takasaki Line,Kuragano","Black","Light Blue","Black","White","1","0","1","1","0","0","",
"20200902-9","Front,Side","Train","Black","White","Black","Black","1","0","0,1","1","0","0","",
"20200903-1","Side,Bottom","Streets","Navy Blue","","Navy Blue","White","0","0","0","1","0","0","","Tears"
"20200903-10","Side","Wilderness","Navy Blue","Red","","Navy Blue","1","0","0,1","1","0","0","","Tears"
"20200903-11","Front,Side","Streets,Wilderness","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","1","",
"20200903-12","Front,Side,Bottom","Wilderness","Navy Blue","Red","/","White","0","1","1,2","1","0","0","","Toaru Kagaku no Railgun,Ruiko Saten"
"20200903-14","Front","","Gray","Red","Gray","White","0","0","2","1","0","","",
"20200903-15","Front","","Gray","Gray","","White","1","0","2","1","0","","","Hyouka,Eru Chitanda"
"20200903-2","Side","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","",
"20200903-3","Front","Wilderness","Black","Black","Red","Translucent White","0","1","2","1","0","0","","In Water"
"20200903-4","Front","Building","Black","Red","Black","White","0","2","0","1","0","0","","Breasts"
"20200903-5","Top","Bed","Gray","Red","Gray","White","0","2","2","1","0","","","Undressing"
"20200903-6","Side","Building,Home","Navy Blue","Grue","Navy Blue","White","0","0","0","1","0","0","",
"20200903-7","Side","","Navy Blue","Light Blue","Navy Blue","White","1","0","0","1","0","","","Glasses"
"20200903-8","Side","School","Black","White","Black","Black","1","0","2","1","0","0","",
"20200903-9","Front","Streets,Wilderness,Beach","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","0","",
"20200904-1","Side","","Light Blue","Red","Light Blue","White","0","0","2","1","0","0","","Toaru Kagaku no Railgun,Ruiko Saten"
